EC	description	uniprot	transferred
1.3.3.3	Coproporphyrinogen oxidase.	Q9LR75 Q8YZ37 Q93Z96 Q8YX58 A0KEX7 A4ST50 Q8UD80 B9J7B2 B9JZ61 Q0VTD7 Q5P7I0 Q7WL80 Q7W7U0 A9ITM7 Q7VWE7 Q89SC2 B2S710 Q2YS10 Q57BW7 A9M6L4 C0REI6 P63850 P63851 B1YU52 B1JW43 B4E5R8 Q0BD83 Q39E99 A9AJJ8 A3MI45 A2S4B5 Q62II8 A1V2G0 A3NT46 A3N7F7 Q63VT1 B0T8D1 Q9AAT8 B8GZX1 Q11GB4 Q1QTJ9 Q7P012 A8ADF0 A9KC01 A9NA93 Q83AZ6 A7MKX5 Q479T3 Q54IA7 Q9V3D2 A7ZPN6 B7UGD5 B7MHT7 B7LCI0 Q8XBI4 B5YZY1 B7NPX2 B7MY86 B7M6U5 C4ZX09 B1XAA7 A8A2T4 A1ADV0 Q0TF33 Q8FFA3 B1IWM6 P36553 B7N626 B6I512 B1LMN0 A4WD41 B2VI13 B7LKJ9 B0U151 Q14HF0 A7NC51 Q2A3H9 B2SGG9 A0Q6H6 Q0BLZ2 Q5NFZ8 A4IY09 Q7NEK3 Q42840 P36551 Q5QXJ4 B5XVR1 A6TC68 Q5X5U7 A5IBB3 Q5ZW72 Q5WX75 P84155 Q603L4 Q1H4H0 P36552 Q0AEP6 Q82TL0 A6WZC8 Q7XPL2 B2T2A3 Q142L8 Q6D8U8 C6D9M5 Q7N6Z9 Q6LLK0 A1VN15 Q12C42 A3PF71 A2C524 A8G786 A2BYW5 Q318G0 Q7V9T7 B4EZS7 Q7V568 Q7UZS3 A2BTG1 Q46IN4 Q48QH6 A6UX86 B7V0Q9 Q02V57 P43898 Q1I2G6 Q4KKQ4 C3K4I0 A4XNB8 A5VWK4 Q3KKE0 B0KF35 Q88RQ6 B1J4A2 Q88B49 Q500S4 A4VFI3 B2U8Z4 Q8XXC3 Q3B7D0 B3PV29 Q2K5S3 Q1MDJ5 B5ZY73 Q92PD8 C3PM25 A8GQB7 A8GY81 Q1RGQ3 Q92FV8 Q4UJP2 Q9ZC86 C4K2Y8 B0BVQ3 A8GU63 Q68VN1 Q21PU0 B5F0I0 A9MID0 Q57LQ6 B5FQE4 B5R4G0 B5RCS3 B4TCI1 B4T0I0 Q5PI28 A9N336 C0PZ88 B5BB50 B4TR28 Q8Z4U8 P33771 Q9UTE2 A8GHH2 A1S1K6 B8E3K7 A3CYL1 A6WHB7 Q12T99 B0TLD7 Q8EKQ2 A8GYI0 A4Y1D3 B8CHB9 A0KR67 A8FP82 Q0HPA0 Q0I0R6 A1RDY8 B1KCX1 B2TX24 Q31Y44 Q32DB7 Q0T273 Q83QN1 Q3YZA7 A6U9R1 Q2NS88 P35055 B4SNL7 B2FND0 Q5N3S5 Q7U4M7 Q3AWA8 Q3AMK3 P72848 Q8DL15 B8GTF9 Q42946 C5CLQ3 A5F4C4 A7N128 Q9KVT4 C3LPC8 Q87KE3 B7VMW3 Q8DDD5 Q7MGL4 Q8D1X2 Q8PF76 Q3BMT4 Q4UP76 B0RYP5 Q8P3Q0 Q2NY70 B2SK75 Q5GUY0 Q9PHC7 B0U1G5 Q87FB2 P11353 A1JL37 A7FG82 Q1C5T7 B2K962 Q8ZCF9 A9QZK6 Q1CJZ7 A4TMK2 Q668I6 B1JSJ6	False
1.3.3.4	Protoporphyrinogen oxidase.	Q8S9J1 Q94IG7 P55826 Q9AR38 Q9LRI8 O24163 O24164 P32397 P56602 Q54DT8 P50336 Q60HD5 P51175 P0A5A8 Q50008 P9WMP0 P9WMP1 P56601 O32434 Q10062 P40012	False
1.3.3.5	Bilirubin oxidase.	Q12737	False
1.3.3.6	Acyl-CoA oxidase.	Q9ZQP2 Q9LMI7 O65202 Q3SZP5 Q9Z1N0 Q54GQ6 Q7KML2 Q15067 Q9R0H0 Q8HYL8 Q5RC19 P07872 O74934 O65201 Q00468 P11356 O64894 O74935 P0CZ23 O15254 Q9EPL9 Q5RAU0 Q63448 O74936 Q96329 P05335 P06598 P08790 Q756A9 Q6FY63 Q6BRD5 Q6CKK7 Q9Y7B1 P13711 P34355 P0CZ24	False
1.3.3.7	Dihydrouracil oxidase.		False
1.3.3.8	Tetrahydroberberine oxidase.		False
1.3.3.9	Secologanin synthase.	Q05047	False
1.3.5.6	9,9'-di-cis-zeta-carotene desaturase.	Q38893 Q9SMJ3 Q9ZTP4 O49901 Q9R6X4 C3VEQ0 Q9SE20 Q31N27 P74306 Q9FV46	False
1.3.99.26	All-trans-zeta-carotene desaturase.	Q02861	False
1.3.99.28	Phytoene desaturase (neurosporene-forming).	P17054 P54980	False
1.3.99.30	Phytoene desaturase (3,4-didehydrolycopene-forming).	P48537 P21334 P54982	False
1.3.99.31	Phytoene desaturase (lycopene-forming).	P22871 P21685 P54978	False
1.4.3.1	D-aspartate oxidase.	O45307 A8WXM1 Q19564 O01739 P31228 Q556W1 Q99489 Q922Z0 A3KCL7	False
1.4.3.10	Putrescine oxidase.	P40974	False
1.4.3.11	L-glutamate oxidase.		False
1.4.3.12	Cyclohexylamine oxidase.		False
1.4.3.13	Protein-lysine 6-oxidase.	F1QQC3 A1L1V4 F1RD85 B8A4W9 A6H737 E1C3U7 Q9Y4K0 P58022 Q5RFQ6 B5DF27 Q08B63 B4F6N6 P58215 Q9Z175 P33072 Q05063 P28300 P28301 P45845 P16636	False
1.4.3.14	L-lysine oxidase.		False
1.4.3.15	D-glutamate(D-aspartate) oxidase.		False
1.4.3.16	L-aspartate oxidase.	Q8XWM7 Q8XQG4 Q8U8J4 O66973 Q94AY1 Q9KDJ5 P38032 Q9A4C3 Q97K95 Q8XNE2 Q8XA23 P10902 Q9HNZ0 Q929Z2 Q8Y5N4 P65500 Q49617 P9WJJ8 P9WJJ9 Q9JSX4 Q9K107 Q8YXJ6 Q6Z836 Q51363 Q9V2R0 Q8TZL4 O57765 Q98AV8 Q92R32 Q59767 Q8Z4K0 Q8ZMX9 Q9X8N8 Q97ZC5 Q972D2 P74562 Q9KPA4 Q9PC57 Q87D19 Q8ZD80	False
1.4.3.17	Transferred entry: 1.3.3.10		True
1.4.3.18	Deleted entry.		False
1.4.3.19	Glycine oxidase.	S5FMM4 O31616 Q5L2C2 P33642 Q88Q83 Q3M859 Q8YRC9 Q55710	False
1.4.3.2	L-amino-acid oxidase.	P86535 F8S0Z5 P0DI90 P0DI85 P0CC16 Q6IWZ0 P86163 Q6T627 P0DI86 P0CC17 P0DMG8 P0DMG9 P0DI87 P0DI88 Q6TGQ9 P0DI89 P0CJ40 Q6TGQ8 B3EWI9 B5AR80 X2L4E2 P0C2D1 A0A024BTN9 A8QL52 A8QL51 P81382 X2JCV5 O93364 P56742 P0C2D2 K9N7B7 C0HJE7 G8XQX1 Q4F867 A6MFL0 B5U6Y8 P0C2D3 Q90W54 Q6STF1 Q96RQ9 J7H670 P81375 O09046 O08615 A8QL58 P0C2D4 P0DI91 P23623 Q4JHE2 P81383 Q4JHE3 P0C2D5 P0C2D6 Q4JHE1 P86810 B0VXW0 Q6WP39 P0DI84 P0C2D7 D2KKB4 Q54EW2 O34363	False
1.4.3.20	L-lysine 6-oxidase.	F2JXJ3	False
1.4.3.21	Primary-amine oxidase.	Q07121 P0DO00 Q07123 Q8H1H9 P46883 P49250 P80695 P49252 Q43077 P12807 O23349 O75106 Q812C9 Q9TTK6 Q16853 O70423 Q5R9I0 O08590 Q29437 O46406 Q9P7F2 O42890 P46881	False
1.4.3.22	Diamine oxidase.	Q12556 Q59118 P19801 Q8JZQ5 Q9TRC7 P36633	False
1.4.3.23	7-chloro-L-tryptophan oxidase.	Q8KHS0 Q9S3V1	False
1.4.3.24	Pseudooxynicotine oxidase.	H8ZPX1	False
1.4.3.25	L-arginine oxidase.		False
1.4.3.3	D-amino-acid oxidase.	P9WP26 P9WP27 A8XJ44 Q95XG9 Q9Z1M5 Q9Z302 P24552 P14920 A2V9Y8 P18894 P00371 P22942 O35078 P80324 Q9Y7N4 Q99042	False
1.4.3.4	Monoamine oxidase.	P21398 P58027 Q54IT3 Q5NU32 P21397 Q64133 Q6Q2J0 Q5RE60 P21396 O18851 P56560 Q7YRB7 P58028 Q556K3 P27338 Q8BW75 Q6PLK3 Q5RE98 P19643 Q556K4 P46882 Q6NSN2 P49253	False
1.4.3.5	Pyridoxal 5'-phosphate synthase.	Q9UTQ1 P38075 Q31IR4 Q8Y1C3 Q31E41 Q8XS03 B0C079 A1TQY3 Q6F718 B7ICC6 B2I1H7 B0VNC8 A3M9W4 B0V9C9 A0LR32 A5FWR6 A1W7K9 A3N3U7 B3GZF5 B0BU37 A6VKX9 A0KI46 A4SKR0 Q8UHC2 B9JAN3 B9JSN3 Q0VSU8 B6EQ13 Q0A757 B4RVA4 Q2IHV2 Q5PBF2 Q2GJ82 Q3MFQ5 A8EV17 A8HRJ3 C1DEH4 Q5LFJ5 Q64WC2 Q8A7E7 A1URW0 Q6G4D7 Q6G0E0 Q1LU04 Q6MK45 Q7VR53 Q492T8 Q2KVR0 Q7WG77 Q7W4Q1 A9I847 Q7VU72 Q89RY8 A5EEN4 A4YQ21 B2S9Q7 Q2YMD1 Q57EU9 A9M8J1 C0RHC3 Q8YFK3 A5VNZ1 B0CKA2 Q8G2A9 B1YVG1 Q1BU45 B1JXH8 A0K9Z1 B4E9I1 Q0BCF1 Q39DH2 A9AGI1 A3MHF0 A2S933 Q62M91 A1V1A2 A3NS64 Q3JVD0 A3N6I1 Q63WN7 Q2T0M6 A4JHA1 Q20939 Q9A9Q6 B8H292 Q11KF1 Q1QWA6 Q7P203 A8AH19 Q487G8 Q83D18 A7MMK2 Q1LK07 Q0K7Z0 Q474I9 B3R5Q8 B1WR90 B8HMK7 B7K9I2 B7JZR4 Q11U72 C1D0Z0 Q1J188 Q9RX20 A5EXX0 A7ZMA0 B7URX9 B7M9Z2 B7L5J1 Q8X647 B5Z472 B7NTZ4 B7MVB6 B7M0J5 C4ZYA1 B1XFV0 A8A0I1 A1ABI3 Q0THJ0 Q8FH87 B1IQB6 P0AFI7 B7NB92 B6IB77 B1LEP8 Q1RBF7 C5BE32 Q3YSS1 Q2GFR2 Q5FH81 Q5HBZ2 A4W9V9 B2VEN4 Q2N6B2 B7LQN2 A5FB76 A6H098 Q0RUF3 Q2JGW9 Q5FPH2 Q0BVM8 A0M2G0 Q7VP83 Q4QM38 P44909 Q2SDP4 A1WXY4 A4G883 Q0C3Z2 Q5QTW7 A6T1X9 Q28PH0 A6WE21 A6T9Y6 Q5X7K4 A5IH19 Q5ZY37 Q5WZ02 B0SGE9 Q04R37 Q04ZE7 B0SPV0 B1XYE2 Q72PF1 Q8F6Y3 Q2W8Y5 Q65QT9 A1TWZ3 Q0ARD7 A2SJZ5 B0JI39 A0QBI8 P65683 A1KLV7 C1AF78 A4T792 O33065 Q742K7 A0R420 A3Q628 A1ULM8 Q1B3H2 A5U5V8 P9WIJ0 P9WIJ1 A1TF46 P21159 Q1DCS1 Q5F8V2 B4RM90 A9M007 Q9JTZ1 Q9JYZ5 A1KUI2 Q1QQ51 Q3SV02 Q5Z236 A1SEM4 B2IX27 Q8YXG5 Q2GCC6 A6WWA8 A1B0C6 A7HR80 B2JDT0 B2SY78 Q13UP6 Q6D5V3 Q4FN05 Q7N3W5 Q6LFS0 A4SWL7 A1VRL0 Q126S5 B2RHS7 Q7MU50 A2CDU4 B4EWL7 Q7V3Y6 Q48LQ7 Q15R35 A6V9E9 B7UXE2 Q02IL5 Q9I4S5 Q1IDT9 Q4KH71 C3K863 Q3IDP4 A4XS85 A5VZL6 Q3KGY4 B0KUA9 Q88NS5 B1J1C4 Q87XR0 Q4ZPN9 A4VJR0 Q4FS02 Q1QC15 A1SUY2 A5WEW5 B2U826 B3PSA1 Q2KBN4 Q1MKJ4 Q986A0 B5ZSU2 Q92RH8 Q7UKQ9 Q21WR9 Q0S6R1 Q2J0U5 Q07HS0 Q6NAI9 Q21A86 Q13BJ4 B3QIK5 Q2RR21 A3PIG5 Q3J3Y3 Q163Z1 Q1ATH8 Q5LRI7 Q1GHI5 A1AW86 Q21IG1 A4F7G2 B5F6J9 A8M0C0 Q57PI9 B5FIF5 B5QV11 B5RAL1 B4THC5 B4T585 Q5PIK6 A9N035 C0Q5T4 B5BKC1 Q2S544 B4TV07 Q8Z6Q2 Q8ZPM9 A8GDX9 A1S710 B8EAI0 A3D3G4 A6WM67 A9KY72 Q12LW9 Q083L3 B0TQX6 A3QDE1 Q8ED71 A8H5G0 A4Y5Z1 A0KVP0 A8FWJ0 Q0HJY0 Q0HW76 A1RKK6 B1KRD7 B2U2D8 Q320Z5 Q32FD5 Q0T4D9 P0AFI8 Q3Z1Z4 C3MHI2 A6U6T5 Q2NT03 Q1GVE7 A5VFM5 Q82GN9 Q9K3V7 P74211 C5BN92 Q8DLZ5 Q47TD1 A1WL02 A5CX08 A5F176 A7N7P0 Q9KKM4 C3LWZ1 Q5DYB5 B5EVT2 Q87FE9 B7VPY4 Q8D510 Q7MBT9 Q8D2L7 Q73G09 Q8PI89 Q3BQS3 Q4UX84 Q8P6X5 Q2P6C7 Q5H3H2 A7II77 Q9PDP2 Q87DU7 A1JNV9 A7FHL9 Q1C790 Q8ZE19 A9QZ96 Q1CIM4 Q66A48 Q9RNP3 Q5E9K3 Q54YS6 Q9NVS9 Q91XF0 O88794 Q9LTX3 Q9ZPY1	False
1.4.3.7	D-glutamate oxidase.		False
1.4.3.8	Ethanolamine oxidase.		False
1.4.9.2	Aralkylamine dehydrogenase (azurin).	P84887 P84888	False
1.5.3.1	Sarcosine oxidase.	P40873 P40859 P23342 Q827H4 P40854 Q9AGP1 Q46337 O87386 Q9AGP3 P40875 O87388 Q52671 Q9AGP2 Q46336 O87387 Q9AGP0 Q46338 Q9SJA7 Q29RU9 Q18006 Q9P0Z9 Q9D826 P79371 Q54EW2	False
1.5.3.10	Dimethylglycine oxidase.	Q9AGP8	False
1.5.3.11	Transferred entry: 1.5.3.13 1.5.3.14 1.5.3.15 1.5.3.16 1.5.3.17	Q865R1 Q6QHF9 Q8C0L6 O64411 O64411 Q9FNA2 Q8H191 Q9NWM0 Q99K82 P50264 Q9LYT1	True
1.5.3.12	Dihydrobenzophenanthridine oxidase.		False
1.5.3.13	N(1)-acetylpolyamine oxidase.	Q865R1 Q6QHF9 Q8C0L6	False
1.5.3.14	Polyamine oxidase (propane-1,3-diamine-forming).	O64411	False
1.5.3.15	N(8)-acetylspermidine oxidase (propane-1,3-diamine-forming).	O64411	False
1.5.3.16	Spermine oxidase.	Q9FNA2 Q8H191 Q9NWM0 Q99K82	False
1.5.3.17	Non-specific polyamine oxidase.	P50264 Q9LYT1	False
1.5.3.18	L-saccharopine oxidase.	Q9UTM9	False
1.5.3.19	4-methylaminobutanoate oxidase (formaldehyde-forming).	Q8GAI3	False
1.5.3.2	N-methyl-L-amino-acid oxidase.		False
1.5.3.20	N-alkylglycine oxidase.		False
1.5.3.21	4-methylaminobutanoate oxidase (methylamine-forming).	Q8GAJ0	False
1.5.3.22	Coenzyme F420H(2) oxidase.		False
1.5.3.23	Glyphosate oxidoreductase.		False
1.5.3.4	N(6)-methyl-lysine oxidase.		False
1.5.3.5	(S)-6-hydroxynicotine oxidase.		False
1.5.3.6	(R)-6-hydroxynicotine oxidase.	P08159	False
1.5.3.7	L-pipecolate oxidase.	O43029 Q29RU9 Q9P0Z9 Q9D826 P79371 Q54EW2	False
1.5.99.6	Spermidine dehydrogenase.		False
1.6.3.1	NAD(P)H oxidase (H(2)O(2)-forming).	O61213 Q9MZF4 Q9NRD9 Q8HZK3 Q8CIY2 Q9NRD8 Q8HZK2 Q9ES45 Q9VQH2	False
1.6.3.2	NAD(P)H oxidase (H(2)O-forming).		False
1.6.3.3	NADH oxidase (H(2)O(2)-forming).		False
1.6.3.4	NADH oxidase (H(2)O-forming).	Q97K92 Q97GC0	False
1.6.3.5	Renalase.	Q5VYX0 A7RDN6 Q48MT7 Q888A4 Q5U2W9	False
1.7.2.1	Nitrite reductase (NO-forming).	Q02219 Q9JTB8 Q9JYE1 Q92Z29 Q51700 P72181 P24474 P24040 P25006 P38501 P81445 Q06006 Q01537 Q60214 Q53239	False
1.7.3.1	Nitroalkane oxidase.	Q8X1D8 B2AM55	False
1.7.3.2	Acetylindoxyl oxidase.		False
1.7.3.3	Factor independent urate hydroxylase.	Q45697 O32141 P34798 P04670 P34799 O04104 Q8MKJ2 O04420 D0VWQ1 Q00511 Q3MHG7 Q5FZI9 P78609 Q6DG85 Q54LT2 P16163 P22673 O44111 P23194 P33282 D8JBB7 D4GPU7 Q8MHW6 Q8MKJ3 P25688 P25689 P53763 P16164 P82858 P11645 P09118 O74409	False
1.7.3.5	3-aci-nitropropanoate oxidase.		False
1.7.3.6	Hydroxylamine oxidase (cytochrome).		False
1.8.3.1	Sulfite oxidase.	Q9S850 P07850 Q9VWP4 P51687 Q60HD0 Q8R086 Q07116	False
1.8.3.2	Thiol oxidase.	Q6GZN7 P55789 P56213 Q63042 P21050 P23373 P33821 Q8GXX0 Q10Q80 O14144 P27882 Q9Y806 Q12284 Q65163 P0C8G8 Q9JFM9 P0C8G9 P41480 Q8W4J3 O08841 Q8JGM4 O00391 Q8BND5 Q6AUC6 H2N4I1 Q6IUU3 Q9ZU40 Q6ZRP7 Q3TMX7 Q6AX23 Q9J5C7 Q196W4 Q91FH7 Q5UQV6 Q5UP54	False
1.8.3.3	Glutathione oxidase.		False
1.8.3.4	Methanethiol oxidase.	Q52KZ7 Q6DCH7 Q2KJ32 Q6PHD9 Q13228 P17563 Q5RF48 Q8VIF7 Q569D5	False
1.8.3.5	Prenylcysteine oxidase.	Q9UHG3 Q95KC9 Q9CQF9 Q5R748 Q99ML5	False
1.8.3.6	Farnesylcysteine lyase.	P57681	False
1.8.3.7	Formylglycine-generating enzyme.		False
1.9.3.1	Cytochrome-c oxidase.	D9IA43 Q01519 P98005 P32799 P98057 Q5YRP8 P08305 Q82AK9 Q9X813 Q5Z0K2 P98002 Q828X4 Q9K451 Q37370 B0FWC7 P68540 P48887 Q09333 P80440 P29643 P50656 P34838 P33504 P20374 O03515 P60620 Q37705 P24881 P62514 P29644 P16262 Q04440 P24010 Q599A1 P41293 P24983 P24794 Q36724 Q6EMS9 Q5Y4Q8 P00396 P31833 Q94WR7 P24893 P0C8K9 Q85QA3 Q9ZZ64 Q1HKA1 Q33375 Q36347 O78681 O03521 O03198 P18943 P08681 P50668 P48866 P50669 P67793 P67794 P50671 Q9B229 O99041 Q6NFM3 Q8FMT1 Q79VD7 P24984 Q6EGJ1 Q6EGJ0 P48867 P24985 Q9MIY8 O21327 A9RAH5 Q2LCQ6 O21042 P41310 Q8WEW4 Q34345 P00399 O03524 Q34391 Q34388 P00400 Q8W9N4 Q2I3H2 P00402 Q33439 P92477 P48888 P34188 Q36775 Q6EGH9 P29645 Q6EGH8 P29646 P38595 P33518 Q9ZZ08 Q9ZZY9 P48659 P00395 Q7GEN7 P20386 O03167 P14544 Q8LX30 P29647 Q36421 Q9TGE6 Q9TA27 Q34941 O79548 P92661 P08742 Q38PS0 P26856 P29648 Q35101 P00397 P63853 Q9CBQ5 Q73VC3 P9WP70 P9WP71 P41774 O21079 P03945 O03539 Q9G6J1 P08743 P48170 Q36452 Q6EGI5 Q6EGI2 Q6EGI3 Q6EGI4 P14578 Q9B840 P29649 Q9T9X0 Q9T9W1 Q6EGI0 Q9ZXY2 P12700 P05489 Q00502 Q33820 P12786 Q96000 O79672 Q35536 Q00527 Q02211 Q07434 O79876 P25001 O99252 O99255 Q9TGD8 Q02766 P20681 Q95911 P29650 P29651 P29652 P92692 Q05143 O79429 P60621 P05503 O03546 Q08855 O99818 Q96062 P98059 P33517 Q1RI42 Q92I67 Q4ULU5 O54069 P98001 Q9ZZM6 P29653 P29654 P07657 O79403 Q8WEW3 Q957T2 O78749 P05502 P07506 Q9ZZ52 O21399 P98003 P15544 Q34800 Q06473 Q4JQI5 P11947 Q4UJ69 Q36097 Q5SJ79 Q56408 P50676 O03554 Q01555 P04371 Q0H8Y4 A6H4Q6 P68539 P48868 P00398 Q9B6E7 P00401 Q6EGH7 P29870 P29871 P50692 P48889 Q09334 O47870 P29655 P98019 P34840 P33505 P50267 P50268 P20375 O03889 P93285 Q37706 P24882 Q7YFV7 P29656 Q03438 Q04441 P24011 P98012 O47428 O79417 P43369 P43370 P43372 Q8HEC3 P24894 Q8SEM9 P50666 Q9B8D8 P43373 O78682 O03890 P18944 P98025 P48869 P84288 P84289 P84290 P98030 Q6NG98 Q8FNQ7 Q8NNK2 P50684 P29872 P50693 P48870 P47918 P06029 P24987 Q9MIY7 P27168 A9RAG1 P43374 Q85TA0 P84201 P29856 P84202 P84287 P29859 P29860 P00408 P67797 O03891 P67795 P67798 P67799 P50253 P29865 P67796 P00409 P43375 P13588 P29873 P34189 Q37741 P29874 P29657 P29658 P20387 Q9XLW8 P43376 P29875 O03848 P14545 P29659 P14573 Q37545 O79549 P00412 P26857 P29660 O47496 P63855 Q9CCF1 Q73YL5 P9WP68 P9WP69 Q00227 Q9G2X2 P00411 Q5YZ37 O03892 P05490 P29876 P48171 P04373 P08306 P12701 P08748 P08749 Q37411 P08744 O79673 P29877 Q37604 Q02212 P25002 P29163 P20682 Q96183 P29661 O03893 O99819 Q03736 Q1RI44 Q92I65 Q4ULU3 Q9ZDC6 P43377 Q37677 P29662 P29878 P21534 O79404 P98021 P29879 P80498 P05491 Q9ZZ51 Q82AL0 O21400 Q9X814 P15545 P29880 Q06474 Q4JQI4 Q5SJ80 P98052 P98054 O03895 Q01556 P04372 P98023 Q0H8Y7 A6H4Q5 P32646 P00413 P48871 P00407 Q9B6D5 P00410 P98048 Q3T4C0 P29881 Q37374 B0FWD1 Q36952 P48891 P80439 P50657 P34842 P33508 P34843 P92514 Q33752 Q33845 Q36309 P24879 Q75G34 Q03439 Q04442 P24012 P69216 P69215 P24891 Q9B1P9 Q85Q96 Q34214 Q96133 P18945 P48872 Q6NGA0 Q8FNQ9 Q9AEL8 Q8SEW8 P48873 P15952 Q9MIY4 A9RAG9 Q2LCP9 O21049 P00417 P50271 P00418 P00421 Q35242 P34198 P55777 P32808 O47475 Q9XLW9 Q9XLX0 O03170 P14546 P14574 Q34943 O79552 Q95840 P09138 P26858 O47491 P63857 O69582 Q73YM3 P9WP66 P9WP67 P41775 O63915 P00422 Q5YZ19 P08745 P20684 P69217 P48172 P69218 P14852 P06030 P12702 Q33824 O79676 Q35539 P25003 Q36675 Q02654 Q95914 Q37620 Q37600 O99822 P80441 Q1RHH9 Q92J29 Q4UKK0 Q9ZDX3 Q36860 P14058 P14575 O79407 P14853 Q35826 Q9ZZ48 Q82AK5 O21403 Q9X809 P15546 Q06475 Q4JQI1 Q37679 Q36098 P50677 Q36837 Q37355 Q0H8X4 A6H4Q3 Q03227 P15953 P48874 P00419 Q9B6D8 P00420 Q9I8U0 P80971 Q03440 Q04452 P24013 Q6NG99 Q8FNQ8 Q8NNK3 P30815 P64948 Q9CCF0 Q73YL6 P9WP44 P9WP45 Q5YZ36 P80327 P77921 Q82AK8 Q9X812 P04037 P00424 P00425 O93980 P06810 O74988 P26310 P00427 Q9VHS2 P80979 P80334 P80982 G2TRP5 P10174 Q9P4W1 P04039 Q757F0 Q6FWE8 Q6BPV1 Q6CWK9 O94705 P07255 P82543 P20609 P98053 P80981 P98000 P80980 P20610 Q02226 P80333 P80332 P98055 P98056 Q03073 Q05572	False
2.6.1.114	8-demethyl-8-aminoriboflavin-5'-phosphate synthase.		False
4.1.1.107	3,4-dihydroxyphenylacetaldehyde synthase.		False
4.1.1.108	4-hydroxyphenylacetaldehyde synthase.		False
4.1.1.109	Phenylacetaldehyde synthase.		False
